episode,time,pet_at_bowl,bowl_weight,action_dispense,reward
1,342,1,4.79,{},0
1,343,1,-0.03,{},0
1,344,1,14.76,"{1: 10.0, 2: 15.0}",0
1,345,1,4.88,{},0
1,346,1,0.27,{},0
1,347,1,15.05,"{1: 10.0, 2: 15.0}",0
1,348,1,5.12,{},0
1,349,1,-0.11,{},0
1,350,1,15.12,"{1: 10.0, 2: 15.0}",0
1,351,1,4.89,{},0
1,352,1,-0.08,{},0
1,353,1,15.0,"{1: 10.0, 2: 15.0}",0
1,354,1,5.05,{},0
1,355,1,-0.04,{},0
1,356,1,14.9,"{1: 10.0, 2: 15.0}",0
1,357,1,5.24,{},0
1,358,1,0.01,{},0
1,359,1,14.86,"{1: 10.0, 2: 15.0}",0
1,360,1,4.73,{},0
1,361,1,0.06,{},0
1,362,1,14.92,"{1: 10.0, 2: 15.0}",0
1,363,1,3.05,{},0
1,364,1,-0.09,{},0
1,365,1,15.01,"{1: 10.0, 2: 15.0}",0
1,366,1,5.1,{},0
1,367,1,0.09,{},0
1,368,1,14.9,"{1: 10.0, 2: 15.0}",0
1,369,1,4.82,{},0
1,370,1,-0.01,{},0
1,371,1,15.09,"{1: 10.0, 2: 15.0}",0
1,372,1,4.99,{},0
1,373,1,-0.09,{},0
1,374,1,14.71,"{1: 10.0, 2: 15.0}",0
1,375,1,4.83,{},0
1,376,1,0.15,{},0
1,377,1,15.16,"{1: 10.0, 2: 15.0}",0
1,378,1,4.96,{},0
1,379,1,0.09,{},0
1,380,1,12.66,"{1: 10.0, 2: 15.0}",0
1,381,1,2.77,{},0
1,382,1,0.05,{},0
1,383,1,15.0,"{1: 10.0, 2: 15.0}",0
1,384,1,5.54,{},0
1,385,1,-0.06,{},0
1,386,1,15.22,"{1: 10.0, 2: 15.0}",0
1,387,1,5.67,{},0
1,388,1,-0.0,{},0
1,389,1,14.82,"{1: 10.0, 2: 15.0}",0
1,390,1,4.94,{},0
1,391,1,-0.06,{},0
1,392,1,14.81,"{1: 10.0, 2: 15.0}",0
1,393,1,4.51,{},0
1,394,1,-0.05,{},0
1,395,1,15.09,"{1: 10.0, 2: 15.0}",0
1,396,1,4.78,{},0
1,397,1,-0.34,{},0
1,398,1,15.18,"{1: 10.0, 2: 15.0}",0
1,399,1,5.08,{},0
1,400,1,-0.12,{},0
1,401,1,14.93,"{1: 10.0, 2: 15.0}",0
1,402,1,4.85,{},0
1,403,1,0.17,{},0
1,404,1,13.07,"{1: 10.0, 2: 15.0}",0
1,405,1,3.09,{},0
1,406,1,-0.14,{},0
1,407,1,14.86,"{1: 10.0, 2: 15.0}",0
1,408,1,4.93,{},0
1,409,1,-0.04,{},0
1,410,1,14.92,"{1: 10.0, 2: 15.0}",0
1,411,1,4.75,{},0
1,412,1,0.06,{},0
1,413,1,13.01,"{1: 10.0, 2: 15.0}",0
1,414,1,2.79,{},0
1,415,1,-0.05,{},0
1,416,1,13.21,"{1: 10.0, 2: 15.0}",0
1,417,1,3.26,{},0
1,418,1,-0.13,{},0
1,419,1,14.96,"{1: 10.0, 2: 15.0}",0
1,420,1,5.03,{},0
1,421,1,0.05,{},0
1,422,1,15.27,"{1: 10.0, 2: 15.0}",0
1,423,1,5.27,{},0
1,424,1,-0.12,{},0
1,425,1,14.57,"{1: 10.0, 2: 15.0}",0
1,426,1,2.77,{},0
1,427,1,0.04,{},0
1,428,1,14.95,"{1: 10.0, 2: 15.0}",0
1,429,1,4.73,{},0
1,430,1,0.15,{},0
1,431,1,14.93,"{1: 10.0, 2: 15.0}",0
1,432,1,3.33,{},0
1,433,1,0.07,{},0
1,434,1,14.35,"{1: 10.0, 2: 15.0}",0
1,435,1,4.37,{},0
1,436,1,-0.03,{},0
1,437,1,14.94,"{1: 10.0, 2: 15.0}",0
1,438,1,4.9,{},0
1,439,1,0.01,{},0
1,440,1,14.69,"{1: 10.0, 2: 15.0}",0
1,441,1,4.93,{},0
1,442,1,0.11,{},0
1,443,1,14.91,"{1: 10.0, 2: 15.0}",0
1,444,1,5.04,{},0
1,445,1,0.04,{},0
1,446,1,15.3,"{1: 10.0, 2: 15.0}",0
1,447,1,4.93,{},0
1,448,1,0.19,{},0
1,449,1,14.74,"{1: 10.0, 2: 15.0}",0
1,450,1,4.64,{},0
1,451,1,-0.01,{},0
1,452,1,12.74,"{1: 10.0, 2: 15.0}",0
1,453,1,2.28,{},0
1,454,1,0.06,{},0
1,455,1,15.11,"{1: 10.0, 2: 15.0}",0
1,456,1,5.07,{},0
1,457,1,0.11,{},0
1,458,1,14.96,"{1: 10.0, 2: 15.0}",0
1,459,1,4.56,{},0
1,460,1,-0.02,{},0
1,461,1,14.91,"{1: 10.0, 2: 15.0}",0
1,462,1,5.19,{},0
1,463,1,-0.13,{},0
1,464,1,14.87,"{1: 10.0, 2: 15.0}",0
1,465,1,4.78,{},0
1,466,1,-0.07,{},0
1,467,1,14.58,"{1: 10.0, 2: 15.0}",0
1,468,1,4.79,{},0
1,469,1,-0.06,{},0
1,470,1,14.9,"{1: 10.0, 2: 15.0}",0
1,471,1,5.53,{},0
1,472,1,0.04,{},0
1,473,1,14.75,"{1: 10.0, 2: 15.0}",0
1,474,1,4.86,{},0
1,475,1,0.07,{},0
1,476,1,15.05,"{1: 10.0, 2: 15.0}",0
1,477,1,4.9,{},0
1,478,1,0.12,{},0
1,479,1,14.82,"{1: 10.0, 2: 15.0}",0
1,480,1,4.57,{},0
1,481,1,0.17,{},0
1,482,1,13.27,"{1: 10.0, 2: 15.0}",0
1,483,1,3.24,{},0
1,484,1,-0.23,{},0
1,485,1,15.03,"{1: 10.0, 2: 15.0}",0
1,486,1,5.2,{},0
1,487,1,0.18,{},0
1,488,1,15.13,"{1: 10.0, 2: 15.0}",0
1,489,1,5.24,{},0
1,490,1,0.11,{},0
1,491,1,15.14,"{1: 10.0, 2: 15.0}",0
1,492,1,5.66,{},0
1,493,1,0.06,{},0
1,494,1,14.72,"{1: 10.0, 2: 15.0}",0
1,495,1,4.27,{},0
1,496,1,0.0,{},0
1,497,1,13.27,"{1: 10.0, 2: 15.0}",0
1,498,1,3.42,{},0
1,499,1,-0.04,{},0
1,500,1,12.66,"{1: 10.0, 2: 15.0}",0
1,501,1,2.63,{},0
1,502,1,-0.03,{},0
1,503,1,15.04,"{1: 10.0, 2: 15.0}",0
1,504,1,5.12,{},0
1,505,1,0.06,{},0
1,506,1,14.74,"{1: 10.0, 2: 15.0}",0
1,507,1,5.07,{},0
1,508,1,-0.08,{},0
1,509,1,14.84,"{1: 10.0, 2: 15.0}",0
1,510,1,4.98,{},0
1,511,1,0.14,{},0
1,512,1,15.19,"{1: 10.0, 2: 15.0}",0
1,513,1,5.09,{},0
1,514,1,-0.09,{},0
1,515,1,14.88,"{1: 10.0, 2: 15.0}",0
1,516,1,5.05,{},0
1,517,1,-0.05,{},0
1,518,1,15.23,"{1: 10.0, 2: 15.0}",0
1,519,1,4.74,{},0
1,520,1,-0.03,{},0
1,521,1,14.87,"{1: 10.0, 2: 15.0}",0
1,522,1,5.11,{},0
1,523,1,-0.14,{},0
1,524,1,15.11,"{1: 10.0, 2: 15.0}",0
1,525,1,5.22,{},0
1,526,1,0.05,{},0
1,527,1,15.08,"{1: 10.0, 2: 15.0}",0
1,528,1,5.4,{},0
1,529,1,-0.0,{},0
1,530,1,14.82,"{1: 10.0, 2: 15.0}",0
1,531,1,4.72,{},0
1,532,1,0.07,{},0
1,533,1,14.8,"{1: 10.0, 2: 15.0}",0
1,534,1,4.95,{},0
1,535,1,-0.09,{},0
1,536,1,14.9,"{1: 10.0, 2: 15.0}",0
1,537,1,5.03,{},0
1,538,1,-0.1,{},0
1,539,1,15.13,"{1: 10.0, 2: 15.0}",0
1,540,1,4.81,{},0
1,541,1,-0.17,{},0
1,542,1,15.0,"{1: 10.0, 2: 15.0}",0
1,543,1,5.07,{},0
1,544,1,0.21,{},0
1,545,1,14.98,"{1: 10.0, 2: 15.0}",0
1,546,1,5.29,{},0
1,547,1,0.07,{},0
1,548,1,15.33,"{1: 10.0, 2: 15.0}",0
1,549,1,4.88,{},0
1,550,1,0.1,{},0
1,551,1,14.93,"{1: 10.0, 2: 15.0}",0
1,552,1,4.97,{},0
1,553,1,0.06,{},0
1,554,1,14.94,"{1: 10.0, 2: 15.0}",0
1,555,1,5.04,{},0
1,556,1,-0.0,{},0
1,557,1,15.23,"{1: 10.0, 2: 15.0}",0
1,558,1,3.62,{},0
1,559,1,0.11,{},0
1,560,1,14.72,"{1: 10.0, 2: 15.0}",0
1,561,1,4.73,{},0
1,562,1,-0.23,{},0
1,563,1,14.84,"{1: 10.0, 2: 15.0}",0
1,564,1,4.75,{},0
1,565,1,0.1,{},0
1,566,1,12.93,"{1: 10.0, 2: 15.0}",0
1,567,1,3.09,{},0
1,568,1,-0.02,{},0
1,569,1,14.97,"{1: 10.0, 2: 15.0}",0
1,570,1,5.25,{},0
1,571,1,-0.06,{},0
1,572,1,15.17,"{1: 10.0, 2: 15.0}",0
1,573,1,5.5,{},0
1,574,1,0.08,{},0
1,575,1,14.54,"{1: 10.0, 2: 15.0}",0
1,576,1,4.57,{},0
1,577,1,0.03,{},0
1,578,1,15.09,"{1: 10.0, 2: 15.0}",0
1,579,1,5.3,{},0
1,580,1,0.03,{},0
1,581,1,15.26,"{1: 10.0, 2: 15.0}",0
1,582,1,5.35,{},0
1,583,1,-0.04,{},0
1,584,1,12.94,"{1: 10.0, 2: 15.0}",0
1,585,1,2.9,{},0
1,586,1,-0.1,{},0
1,587,1,15.03,"{1: 10.0, 2: 15.0}",0
1,588,1,4.96,{},0
1,589,1,-0.02,{},0
1,590,1,14.79,"{1: 10.0, 2: 15.0}",0
1,591,1,4.7,{},0
1,592,1,0.04,{},0
1,593,1,14.91,"{1: 10.0, 2: 15.0}",0
1,594,1,4.74,{},0
1,595,1,0.11,{},0
1,596,1,14.72,"{1: 10.0, 2: 15.0}",0
1,597,1,4.48,{},0
1,598,1,-0.03,{},0
1,599,1,14.29,"{1: 10.0, 2: 15.0}",0
1,600,1,4.48,{},0
1,601,1,-0.01,{},0
1,602,1,15.15,"{1: 10.0, 2: 15.0}",0
1,603,1,5.12,{},0
1,604,1,0.05,{},0
1,605,1,15.37,"{1: 10.0, 2: 15.0}",0
1,606,1,5.44,{},0
1,607,1,-0.14,{},0
1,608,1,12.65,"{1: 10.0, 2: 15.0}",0
1,609,1,2.46,{},0
1,610,1,-0.06,{},0
1,611,1,14.9,"{1: 10.0, 2: 15.0}",0
1,612,1,4.77,{},0
1,613,1,0.13,{},0
1,614,1,15.01,"{1: 10.0, 2: 15.0}",0
1,615,1,4.59,{},0
1,616,1,-0.25,{},0
1,617,1,15.21,"{1: 10.0, 2: 15.0}",0
1,618,1,4.69,{},0
1,619,1,-0.02,{},0
1,620,1,15.35,"{1: 10.0, 2: 15.0}",0
1,621,1,5.28,{},0
1,622,1,0.01,{},0
1,623,1,15.07,"{1: 10.0, 2: 15.0}",0
1,624,1,5.04,{},0
1,625,1,0.02,{},0
1,626,1,14.72,"{1: 10.0, 2: 15.0}",0
1,627,1,4.24,{},0
1,628,1,0.05,{},0
1,629,1,14.97,"{1: 10.0, 2: 15.0}",0
1,630,1,4.8,{},0
1,631,1,0.05,{},0
1,632,1,14.75,"{1: 10.0, 2: 15.0}",0
1,633,1,4.92,{},0
1,634,1,-0.08,{},0
1,635,1,15.08,"{1: 10.0, 2: 15.0}",0
1,636,1,3.55,{},0
1,637,1,0.06,{},0
1,638,1,15.25,"{1: 10.0, 2: 15.0}",0
1,639,1,5.18,{},0
1,640,1,-0.05,{},0
1,641,1,15.24,"{1: 10.0, 2: 15.0}",0
1,642,1,4.96,{},0
1,643,1,-0.13,{},0
1,644,1,15.27,"{1: 10.0, 2: 15.0}",0
1,645,1,5.59,{},0
1,646,1,0.02,{},0
1,647,1,14.84,"{1: 10.0, 2: 15.0}",0
1,648,1,4.93,{},0
1,649,1,-0.1,{},0
1,650,1,15.09,"{1: 10.0, 2: 15.0}",0
1,651,1,5.38,{},0
1,652,1,-0.09,{},0
1,653,1,14.84,"{1: 10.0, 2: 15.0}",0
1,654,1,4.77,{},0
1,655,1,0.15,{},0
1,656,1,15.11,"{1: 10.0, 2: 15.0}",0
1,657,1,4.89,{},0
1,658,1,0.06,{},0
1,659,1,14.75,"{1: 10.0, 2: 15.0}",0
1,660,1,4.97,{},0
1,661,1,0.1,{},0
1,662,1,14.57,"{1: 10.0, 2: 15.0}",0
1,663,1,2.95,{},0
1,664,1,0.02,{},0
1,665,1,12.58,"{1: 10.0, 2: 15.0}",0
1,666,1,2.46,{},0
1,667,1,-0.04,{},0
1,668,1,15.1,"{1: 10.0, 2: 15.0}",0
1,669,1,5.23,{},0
1,670,1,-0.05,{},0
1,671,1,14.82,"{1: 10.0, 2: 15.0}",0
1,672,1,4.91,{},0
1,673,1,0.03,{},0
1,674,1,14.8,"{1: 10.0, 2: 15.0}",0
1,675,1,4.67,{},0
1,676,1,-0.13,{},0
1,677,1,14.6,"{1: 10.0, 2: 15.0}",0
1,678,1,4.96,{},0
1,679,1,0.21,{},0
1,680,1,15.45,"{1: 10.0, 2: 15.0}",0
1,681,1,5.09,{},0
1,682,1,0.02,{},0
1,683,1,14.94,"{1: 10.0, 2: 15.0}",0
1,684,1,4.82,{},0
1,685,1,-0.11,{},0
1,686,1,15.02,"{1: 10.0, 2: 15.0}",0
1,687,1,5.4,{},0
1,688,1,-0.03,{},0
1,689,1,14.98,"{1: 10.0, 2: 15.0}",0
1,690,1,4.59,{},0
1,691,1,-0.03,{},0
1,692,1,15.34,"{1: 10.0, 2: 15.0}",0
1,693,1,3.83,{},0
1,694,1,0.0,{},0
1,695,1,15.09,"{1: 10.0, 2: 15.0}",0
1,696,1,4.95,{},0
1,697,1,-0.02,{},0
1,698,1,15.09,"{1: 10.0, 2: 15.0}",0
1,699,1,4.88,{},0
1,700,1,-0.16,{},0
1,701,1,14.67,"{1: 10.0, 2: 15.0}",0
1,702,1,4.9,{},0
1,703,1,0.06,{},0
1,704,1,14.99,"{1: 10.0, 2: 15.0}",0
1,705,1,5.3,{},0
1,706,1,-0.03,{},0
1,707,1,14.9,"{1: 10.0, 2: 15.0}",0
1,708,1,5.19,{},0
1,709,1,-0.02,{},0
1,710,1,15.25,"{1: 10.0, 2: 15.0}",0
1,711,1,5.21,{},0
1,712,1,-0.03,{},0
1,713,1,14.82,"{1: 10.0, 2: 15.0}",0
1,714,1,5.14,{},0
1,715,1,-0.03,{},0
1,716,1,14.89,"{1: 10.0, 2: 15.0}",0
1,717,1,4.69,{},0
1,718,1,0.16,{},0
1,719,1,13.01,"{1: 10.0, 2: 15.0}",0
1,720,1,3.28,{},0
1,721,1,0.21,{},0
1,722,1,15.2,"{1: 10.0, 2: 15.0}",0
1,723,1,5.33,{},0
1,724,1,-0.01,{},0
1,725,1,15.23,"{1: 10.0, 2: 15.0}",0
1,726,1,4.88,{},0
1,727,1,-0.03,{},0
1,728,1,14.81,"{1: 10.0, 2: 15.0}",0
1,729,1,2.92,{},0
1,730,1,0.1,{},0
1,731,1,15.11,"{1: 10.0, 2: 15.0}",0
1,732,1,5.1,{},0
1,733,1,-0.01,{},0
1,734,1,14.92,"{1: 10.0, 2: 15.0}",0
1,735,1,4.92,{},0
1,736,1,0.05,{},0
1,737,1,15.45,"{1: 10.0, 2: 15.0}",0
1,738,1,5.25,{},0
1,739,1,-0.02,{},0
1,740,1,15.37,"{1: 10.0, 2: 15.0}",0
1,741,1,5.51,{},0
1,742,1,0.02,{},0
1,743,1,15.13,"{1: 10.0, 2: 15.0}",0
1,744,1,5.25,{},0
1,745,1,0.11,{},0
1,746,1,14.96,"{1: 10.0, 2: 15.0}",0
1,747,1,5.28,{},0
1,748,1,-0.03,{},0
1,749,1,15.38,"{1: 10.0, 2: 15.0}",0
1,750,1,5.01,{},0
1,751,1,-0.24,{},0
1,752,1,12.96,"{1: 10.0, 2: 15.0}",0
1,753,1,2.65,{},0
1,754,1,0.01,{},0
1,755,1,15.29,"{1: 10.0, 2: 15.0}",0
1,756,1,5.05,{},0
1,757,1,0.11,{},0
1,758,1,14.9,"{1: 10.0, 2: 15.0}",0
1,759,1,5.02,{},0
1,760,1,0.03,{},0
1,761,1,14.94,"{1: 10.0, 2: 15.0}",0
1,762,1,4.85,{},0
1,763,1,0.01,{},0
1,764,1,14.72,"{1: 10.0, 2: 15.0}",0
1,765,1,4.5,{},0
1,766,1,0.03,{},0
1,767,1,15.39,"{1: 10.0, 2: 15.0}",0
1,768,1,5.52,{},0
1,769,1,0.07,{},0
1,770,1,15.02,"{1: 10.0, 2: 15.0}",0
1,771,1,5.05,{},0
1,772,1,-0.03,{},0
1,773,1,14.98,"{1: 10.0, 2: 15.0}",0
1,774,1,4.85,{},0
1,775,1,-0.04,{},0
1,776,1,15.2,"{1: 10.0, 2: 15.0}",0
1,777,1,4.94,{},0
1,778,1,-0.07,{},0
1,779,1,15.02,"{1: 10.0, 2: 15.0}",0
1,780,1,4.83,{},0
1,781,1,-0.18,{},0
1,782,1,15.03,"{1: 10.0, 2: 15.0}",0
1,783,1,5.22,{},0
1,784,1,-0.0,{},0
1,785,1,15.08,"{1: 10.0, 2: 15.0}",0
1,786,1,4.92,{},0
1,787,1,0.06,{},0
1,788,1,15.03,"{1: 10.0, 2: 15.0}",0
1,789,1,5.14,{},0
1,790,1,-0.0,{},0
1,791,1,15.12,"{1: 10.0, 2: 15.0}",0
1,792,1,5.02,{},0
1,793,1,-0.06,{},0
1,794,1,15.53,"{1: 10.0, 2: 15.0}",0
1,795,1,3.05,{},0
1,796,1,0.1,{},0
1,797,1,15.07,"{1: 10.0, 2: 15.0}",0
1,798,1,5.35,{},0
1,799,1,-0.01,{},0
1,800,1,14.8,"{1: 10.0, 2: 15.0}",0
1,801,1,4.49,{},0
1,802,1,-0.03,{},0
1,803,1,14.93,"{1: 10.0, 2: 15.0}",0
1,804,1,4.97,{},0
1,805,1,-0.16,{},0
1,806,1,14.99,"{1: 10.0, 2: 15.0}",0
1,807,1,5.12,{},0
1,808,1,-0.02,{},0
1,809,1,14.96,"{1: 10.0, 2: 15.0}",0
1,810,1,5.2,{},0
1,811,1,-0.14,{},0
1,812,1,14.82,"{1: 10.0, 2: 15.0}",0
1,813,1,4.81,{},0
1,814,1,0.08,{},0
1,815,1,14.8,"{1: 10.0, 2: 15.0}",0
1,816,1,5.05,{},0
1,817,1,0.01,{},0
1,818,1,14.94,"{1: 10.0, 2: 15.0}",0
1,819,1,5.32,{},0
1,820,1,-0.06,{},0
1,821,1,15.22,"{1: 10.0, 2: 15.0}",0
1,822,1,5.12,{},0
1,823,1,0.04,{},0
1,824,1,15.1,"{1: 10.0, 2: 15.0}",0
1,825,1,5.22,{},0
1,826,1,-0.03,{},0
1,827,1,15.28,"{1: 10.0, 2: 15.0}",0
1,828,1,5.68,{},0
1,829,1,0.01,{},0
1,830,1,15.23,"{1: 10.0, 2: 15.0}",0
1,831,1,5.13,{},0
1,832,1,0.08,{},0
1,833,1,14.77,"{1: 10.0, 2: 15.0}",0
1,834,1,4.65,{},0
1,835,1,0.11,{},0
1,836,1,15.0,"{1: 10.0, 2: 15.0}",0
1,837,1,4.82,{},0
1,838,1,0.02,{},0
1,839,1,14.88,"{1: 10.0, 2: 15.0}",0
1,840,1,5.2,{},0
1,841,1,0.12,{},0
1,842,1,14.91,"{1: 10.0, 2: 15.0}",0
1,843,1,4.94,{},0
1,844,1,-0.04,{},0
1,845,1,14.88,"{1: 10.0, 2: 15.0}",0
1,846,1,5.16,{},0
1,847,1,0.26,{},0
1,848,1,14.77,"{1: 10.0, 2: 15.0}",0
1,849,1,4.32,{},0
1,850,1,-0.03,{},0
1,851,1,14.64,"{1: 10.0, 2: 15.0}",0
1,852,1,4.45,{},0
1,853,1,0.14,{},0
1,854,1,15.21,"{1: 10.0, 2: 15.0}",0
1,855,1,4.84,{},0
1,856,1,-0.12,{},0
1,857,1,14.9,"{1: 10.0, 2: 15.0}",0
1,858,1,5.31,{},0
1,859,1,0.05,{},0
1,860,1,14.9,"{1: 10.0, 2: 15.0}",0
1,861,1,5.02,{},0
1,862,1,0.03,{},0
1,863,1,15.37,"{1: 10.0, 2: 15.0}",0
1,864,1,5.13,{},0
1,865,1,-0.08,{},0
1,866,1,14.97,"{1: 10.0, 2: 15.0}",0
1,867,1,5.08,{},0
1,868,1,-0.14,{},0
1,869,1,15.08,"{1: 10.0, 2: 15.0}",0
1,870,1,2.88,{},0
1,871,1,0.0,{},0
1,872,1,15.03,"{1: 10.0, 2: 15.0}",0
1,873,1,3.01,{},0
1,874,1,0.11,{},0
1,875,1,14.95,"{1: 10.0, 2: 15.0}",0
1,876,1,5.05,{},0
1,877,1,0.01,{},0
1,878,1,15.0,"{1: 10.0, 2: 15.0}",0
1,879,1,4.95,{},0
1,880,1,0.06,{},0
1,881,1,14.79,"{1: 10.0, 2: 15.0}",0
1,882,1,5.03,{},0
1,883,1,-0.07,{},0
1,884,1,15.38,"{1: 10.0, 2: 15.0}",0
1,885,1,4.85,{},0
1,886,1,0.03,{},0
1,887,1,13.15,"{1: 10.0, 2: 15.0}",0
1,888,1,0.77,{},0
1,889,1,15.89,"{1: 10.0, 2: 15.0}",0
1,890,1,5.45,{},0
1,891,1,-0.05,{},0
1,892,1,12.77,"{1: 10.0, 2: 15.0}",0
1,893,1,3.07,{},0
1,894,1,-0.12,{},0
1,895,1,14.68,"{1: 10.0, 2: 15.0}",0
1,896,1,5.18,{},0
1,897,1,0.01,{},0
1,898,1,15.05,"{1: 10.0, 2: 15.0}",0
1,899,1,5.05,{},0
1,900,1,0.01,{},0
1,901,1,14.9,"{1: 10.0, 2: 15.0}",0
1,902,1,4.87,{},0
1,903,1,0.02,{},0
1,904,1,14.81,"{1: 10.0, 2: 15.0}",0
1,905,1,5.07,{},0
1,906,1,0.04,{},0
1,907,1,15.28,"{1: 10.0, 2: 15.0}",0
1,908,1,4.81,{},0
1,909,1,-0.05,{},0
1,910,1,15.33,"{1: 10.0, 2: 15.0}",0
1,911,1,4.97,{},0
1,912,1,-0.08,{},0
1,913,1,14.56,"{1: 10.0, 2: 15.0}",0
1,914,1,4.16,{},0
1,915,1,0.16,{},0
1,916,1,15.15,"{1: 10.0, 2: 15.0}",0
1,917,1,5.18,{},0
1,918,1,-0.01,{},0
1,919,1,14.98,"{1: 10.0, 2: 15.0}",0
1,920,1,5.27,{},0
1,921,1,-0.14,{},0
1,922,1,15.26,"{1: 10.0, 2: 15.0}",0
1,923,1,5.74,{},0
1,924,1,-0.09,{},0
1,925,1,14.65,"{1: 10.0, 2: 15.0}",0
1,926,1,4.33,{},0
1,927,1,0.13,{},0
1,928,1,14.93,"{1: 10.0, 2: 15.0}",0
1,929,1,4.94,{},0
1,930,1,-0.05,{},0
1,931,1,15.39,"{1: 10.0, 2: 15.0}",0
1,932,1,5.51,{},0
1,933,1,0.07,{},0
1,934,1,15.44,"{1: 10.0, 2: 15.0}",0
1,935,1,3.67,{},0
1,936,1,0.05,{},0
1,937,1,14.91,"{1: 10.0, 2: 15.0}",0
1,938,1,4.74,{},0
1,939,1,-0.16,{},0
1,940,1,14.81,"{1: 10.0, 2: 15.0}",0
1,941,1,4.89,{},0
1,942,1,-0.03,{},0
1,943,1,14.76,"{1: 10.0, 2: 15.0}",0
1,944,1,4.68,{},0
1,945,1,0.07,{},0
1,946,1,15.1,"{1: 10.0, 2: 15.0}",0
1,947,1,5.39,{},0
1,948,1,0.09,{},0
1,949,1,15.05,"{1: 10.0, 2: 15.0}",0
1,950,1,4.89,{},0
1,951,1,0.2,{},0
1,952,1,14.93,"{1: 10.0, 2: 15.0}",0
1,953,1,4.81,{},0
1,954,1,-0.2,{},0
1,955,1,15.07,"{1: 10.0, 2: 15.0}",0
1,956,1,5.13,{},0
1,957,1,-0.03,{},0
1,958,1,14.97,"{1: 10.0, 2: 15.0}",0
1,959,1,5.21,{},0
1,960,1,-0.04,{},0
1,961,1,15.14,"{1: 10.0, 2: 15.0}",0
1,962,1,2.87,{},0
1,963,1,0.03,{},0
1,964,1,15.22,"{1: 10.0, 2: 15.0}",0
1,965,1,5.44,{},0
1,966,1,-0.02,{},0
1,967,1,15.02,"{1: 10.0, 2: 15.0}",0
1,968,1,4.96,{},0
1,969,1,0.03,{},0
1,970,1,15.22,"{1: 10.0, 2: 15.0}",0
1,971,1,5.49,{},0
1,972,1,-0.01,{},0
1,973,1,12.67,"{1: 10.0, 2: 15.0}",0
1,974,1,2.64,{},0
1,975,1,-0.08,{},0
1,976,1,14.91,"{1: 10.0, 2: 15.0}",0
1,977,1,5.08,{},0
1,978,1,0.12,{},0
1,979,1,15.3,"{1: 10.0, 2: 15.0}",0
1,980,1,3.53,{},0
1,981,1,-0.05,{},0
1,982,1,14.84,"{1: 10.0, 2: 15.0}",0
1,983,1,3.36,{},0
1,984,1,0.13,{},0
1,985,1,15.02,"{1: 10.0, 2: 15.0}",0
1,986,1,4.93,{},0
1,987,1,0.09,{},0
1,988,1,15.07,"{1: 10.0, 2: 15.0}",0
1,989,1,5.1,{},0
1,990,1,-0.04,{},0
1,991,1,14.96,"{1: 10.0, 2: 15.0}",0
1,992,1,4.74,{},0
1,993,1,-0.02,{},0
1,994,1,14.65,"{1: 10.0, 2: 15.0}",0
1,995,1,4.53,{},0
1,996,1,-0.07,{},0
1,997,1,14.97,"{1: 10.0, 2: 15.0}",0
1,998,1,4.72,{},0
1,999,1,-0.1,{},0
1,1000,1,14.73,"{1: 10.0, 2: 15.0}",0
1,1001,1,4.94,{},0
1,1002,1,-0.03,{},0
1,1003,1,15.21,"{1: 10.0, 2: 15.0}",0
1,1004,1,3.41,{},0
1,1005,1,-0.14,{},0
1,1006,1,15.26,"{1: 10.0, 2: 15.0}",0
1,1007,1,5.23,{},0
1,1008,1,0.06,{},0
1,1009,1,15.31,"{1: 10.0, 2: 15.0}",0
1,1010,1,5.44,{},0
1,1011,1,-0.12,{},0
1,1012,1,15.3,"{1: 10.0, 2: 15.0}",0
1,1013,1,4.66,{},0
1,1014,1,0.05,{},0
1,1015,1,15.03,"{1: 10.0, 2: 15.0}",0
1,1016,1,4.77,{},0
1,1017,1,-0.17,{},0
1,1018,1,13.19,"{1: 10.0, 2: 15.0}",0
1,1019,1,3.21,{},0
1,1020,1,-0.03,{},0
1,1021,1,15.09,"{1: 10.0, 2: 15.0}",0
1,1022,1,5.2,{},0
1,1023,1,0.01,{},0
1,1024,1,15.25,"{1: 10.0, 2: 15.0}",0
1,1025,1,4.83,{},0
1,1026,1,-0.07,{},0
1,1027,1,14.87,"{1: 10.0, 2: 15.0}",0
1,1028,1,4.78,{},0
1,1029,1,-0.13,{},0
1,1030,1,15.42,"{1: 10.0, 2: 15.0}",0
1,1031,1,3.34,{},0
1,1032,1,0.05,{},0
1,1033,1,15.3,"{1: 10.0, 2: 15.0}",0
1,1034,1,5.53,{},0
1,1035,1,0.06,{},0
1,1036,1,14.64,"{1: 10.0, 2: 15.0}",0
1,1037,1,5.14,{},0
1,1038,1,-0.1,{},0
1,1039,1,15.25,"{1: 10.0, 2: 15.0}",0
1,1040,1,3.07,{},0
1,1041,1,0.09,{},0
1,1042,1,14.89,"{1: 10.0, 2: 15.0}",0
1,1043,1,4.83,{},0
1,1044,1,0.16,{},0
1,1045,1,15.12,"{1: 10.0, 2: 15.0}",0
1,1046,1,4.6,{},0
1,1047,1,-0.06,{},0
1,1048,1,14.67,"{1: 10.0, 2: 15.0}",0
1,1049,1,5.06,{},0
1,1050,1,-0.2,{},0
1,1051,1,15.49,"{1: 10.0, 2: 15.0}",0
1,1052,1,5.79,{},0
1,1053,1,0.04,{},0
1,1054,1,14.88,"{1: 10.0, 2: 15.0}",0
